age,sex,income_family,province,education,religious,marital_status,language_knowledge,employed
55,Female,"$100,000 to $ 124,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
66,Female,"$125,000 and more",Quebec,High school diploma,Yes,Has a partner,Both English and French,No
31,Female,"$75,000 to $99,999",Nova Scotia,Bachelor's degree,Yes,Has a partner,English only,Yes
39,Male,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes
54,Female,"$50,000 to $74,999",British Columbia,Less than high school,Yes,Has a partner,English only,Yes
55,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes
66,Male,"Less than $25,000",Newfoundland and Labrador,Bachelor's degree,No,Single,English only,No
54,Male,"$25,000 to $49,999",New Brunswick,High school diploma,Yes,Single,English only,Yes
51,Male,"$25,000 to $49,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
22,Female,"$125,000 and more",Ontario,Bachelor's degree,No,Single,English only,Yes
42,Male,"$100,000 to $ 124,999",New Brunswick,College or certificate,No,Has a partner,English only,Yes
32,Male,"$25,000 to $49,999",Alberta,High school diploma,Yes,Single,English only,Yes
80,Male,"$25,000 to $49,999",Alberta,Less than high school,No,Single,English only,No
62,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,No
41,Male,"$25,000 to $49,999",Ontario,High school diploma,Yes,Has a partner,English only,No
27,Female,"$25,000 to $49,999",Quebec,College or certificate,Yes,Single,French only,Yes
48,Female,"$125,000 and more",Ontario,Bachelor's degree,No,Has a partner,English only,Yes
36,Male,"$25,000 to $49,999",Manitoba,Above bachelor,No,Has a partner,English only,Yes
36,Male,"$100,000 to $ 124,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,Yes
41,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,Both English and French,Yes
32,Male,"$125,000 and more",Ontario,Bachelor's degree,No,Has a partner,Both English and French,Yes
75,Male,"$125,000 and more",Manitoba,Above bachelor,Yes,Has a partner,English only,No
46,Male,"$125,000 and more",British Columbia,College or certificate,No,Has a partner,English only,Yes
54,Female,"$125,000 and more",Ontario,Bachelor's degree,No,Has a partner,English only,No
19,Male,"$75,000 to $99,999",Quebec,High school diploma,No,Single,Both English and French,Yes
51,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Single,English only,Yes
30,Male,"$50,000 to $74,999",Manitoba,High school diploma,Yes,Single,English only,Yes
39,Male,"$50,000 to $74,999",Quebec,High school diploma,Yes,Single,Both English and French,Yes
55,Female,"$125,000 and more",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
29,Male,"$50,000 to $74,999",Ontario,Less than high school,Yes,Has a partner,English only,Yes
73,Female,"$25,000 to $49,999",Ontario,Less than high school,Yes,Single,English only,No
42,Male,"$125,000 and more",Quebec,High school diploma,Yes,Has a partner,Both English and French,Yes
29,Male,"$50,000 to $74,999",Alberta,College or certificate,No,Single,English only,Yes
43,Male,"$100,000 to $ 124,999",Manitoba,Less than high school,No,Has a partner,English only,Yes
80,Male,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Single,English only,No
26,Male,"$100,000 to $ 124,999",Ontario,Bachelor's degree,Yes,Single,English only,Yes
39,Female,"$75,000 to $99,999",Nova Scotia,College or certificate,No,Has a partner,English only,No
41,Female,"$125,000 and more",Ontario,Bachelor's degree,Yes,Has a partner,Both English and French,Yes
63,Female,"$25,000 to $49,999",New Brunswick,High school diploma,Yes,Has a partner,English only,No
44,Female,"$25,000 to $49,999",Nova Scotia,College or certificate,Yes,Has a partner,English only,Yes
24,Male,"$125,000 and more",Quebec,College or certificate,Yes,Single,French only,Yes
49,Female,"$75,000 to $99,999",New Brunswick,Less than high school,Yes,Has a partner,English only,Yes
78,Male,"Less than $25,000",Saskatchewan,Less than high school,Yes,Single,English only,No
30,Female,"$25,000 to $49,999",British Columbia,High school diploma,No,Single,English only,Yes
65,Male,"$50,000 to $74,999",Ontario,High school diploma,Yes,Has a partner,English only,No
71,Female,"$25,000 to $49,999",Manitoba,College or certificate,No,Single,English only,No
80,Female,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No
72,Female,"$75,000 to $99,999",Quebec,Bachelor's degree,Yes,Has a partner,French only,No
67,Female,"$75,000 to $99,999",Ontario,Less than high school,Yes,Has a partner,French only,No
19,Female,"$75,000 to $99,999",Manitoba,Less than high school,Yes,Single,English only,Yes
26,Male,"Less than $25,000",Ontario,College or certificate,Yes,Single,English only,Yes
40,Female,"$125,000 and more",Ontario,Bachelor's degree,No,Has a partner,Both English and French,Yes
38,Female,"$100,000 to $ 124,999",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
80,Female,"Less than $25,000",Saskatchewan,Less than high school,Yes,Single,English only,No
67,Female,"$25,000 to $49,999",Saskatchewan,High school diploma,Yes,Has a partner,Both English and French,Yes
80,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Single,French only,No
42,Male,"$100,000 to $ 124,999",Saskatchewan,College or certificate,No,Has a partner,English only,Yes
73,Male,"$50,000 to $74,999",British Columbia,High school diploma,No,Has a partner,English only,No
50,Female,"$50,000 to $74,999",Quebec,Less than high school,Yes,Has a partner,French only,Yes
80,Male,"$50,000 to $74,999",Alberta,College or certificate,Yes,Has a partner,English only,No
52,Female,"$100,000 to $ 124,999",Alberta,Bachelor's degree,Yes,Has a partner,English only,Yes
52,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Single,English only,Yes
34,Female,"$125,000 and more",Nova Scotia,Above bachelor,Yes,Has a partner,English only,Yes
26,Male,"$25,000 to $49,999",Quebec,College or certificate,No,Single,Both English and French,Yes
37,Male,"$125,000 and more",Alberta,Above bachelor,Yes,Has a partner,English only,Yes
75,Male,"Less than $25,000",British Columbia,Bachelor's degree,No,Single,English only,Yes
64,Female,"$100,000 to $ 124,999",Quebec,Bachelor's degree,Yes,Has a partner,Both English and French,No
43,Male,"$50,000 to $74,999",Ontario,High school diploma,No,Has a partner,English only,No
78,Female,"$125,000 and more",Quebec,High school diploma,Yes,Has a partner,Both English and French,No
28,Female,"$75,000 to $99,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes
68,Female,"$75,000 to $99,999",Nova Scotia,High school diploma,Yes,Has a partner,English only,Yes
60,Male,"$125,000 and more",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,No
67,Female,"$75,000 to $99,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,No
76,Female,"$100,000 to $ 124,999",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes
40,Male,"$100,000 to $ 124,999",Newfoundland and Labrador,College or certificate,Yes,Has a partner,English only,Yes
35,Female,"$125,000 and more",Saskatchewan,College or certificate,Yes,Has a partner,English only,Yes
24,Female,"Less than $25,000",Manitoba,College or certificate,Yes,Has a partner,English only,Yes
45,Female,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes
74,Male,"$50,000 to $74,999",Nova Scotia,High school diploma,Yes,Has a partner,English only,No
46,Female,"$125,000 and more",New Brunswick,Bachelor's degree,Yes,Has a partner,English only,Yes
60,Female,"Less than $25,000",New Brunswick,High school diploma,Yes,Has a partner,English only,Yes
55,Female,"$75,000 to $99,999",Nova Scotia,High school diploma,Yes,Has a partner,English only,Yes
27,Female,"$50,000 to $74,999",Saskatchewan,College or certificate,No,Has a partner,English only,Yes
65,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Has a partner,English only,Yes
55,Male,"$25,000 to $49,999",Newfoundland and Labrador,High school diploma,Yes,Single,English only,No
17,Female,"$100,000 to $ 124,999",Saskatchewan,Less than high school,Yes,Single,English only,No
76,Female,"$75,000 to $99,999",New Brunswick,High school diploma,Yes,Has a partner,Both English and French,No
36,Female,"$75,000 to $99,999",Prince Edward Island,High school diploma,Yes,Has a partner,English only,Yes
60,Female,"Less than $25,000",Ontario,Less than high school,Yes,Has a partner,English only,No
28,Female,"Less than $25,000",Ontario,Bachelor's degree,No,Has a partner,English only,No
63,Male,"$75,000 to $99,999",Saskatchewan,High school diploma,Yes,Single,English only,Yes
79,Female,"$50,000 to $74,999",Newfoundland and Labrador,High school diploma,Yes,Has a partner,English only,No
53,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes
74,Male,"$125,000 and more",British Columbia,Above bachelor,No,Has a partner,English only,No
23,Male,"Less than $25,000",Nova Scotia,High school diploma,Yes,Single,English only,Yes
65,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Has a partner,French only,No
51,Male,"$75,000 to $99,999",Quebec,Bachelor's degree,No,Has a partner,Both English and French,Yes
47,Male,"$125,000 and more",Ontario,Bachelor's degree,Yes,Single,Both English and French,Yes
60,Male,"$100,000 to $ 124,999",British Columbia,High school diploma,No,Has a partner,English only,Yes
56,Male,"$125,000 and more",British Columbia,High school diploma,Yes,Has a partner,English only,Yes
33,Male,"$75,000 to $99,999",Prince Edward Island,Bachelor's degree,No,Has a partner,Both English and French,Yes
67,Female,"$25,000 to $49,999",New Brunswick,High school diploma,Yes,Has a partner,Both English and French,No
18,Male,"$25,000 to $49,999",Quebec,High school diploma,No,Single,Both English and French,Yes
60,Female,"$25,000 to $49,999",Ontario,College or certificate,Yes,Single,English only,Yes
57,Male,"$125,000 and more",Nova Scotia,Less than high school,No,Has a partner,English only,Yes
33,Female,"$75,000 to $99,999",Prince Edward Island,College or certificate,Yes,Has a partner,English only,Yes
74,Female,"$25,000 to $49,999",British Columbia,Less than high school,Yes,Single,English only,No
38,Male,"Less than $25,000",New Brunswick,College or certificate,No,Single,English only,Yes
72,Female,"$75,000 to $99,999",Quebec,Less than high school,Yes,Has a partner,French only,No
39,Female,"$25,000 to $49,999",Quebec,High school diploma,Yes,Has a partner,Both English and French,Yes
70,Female,"$25,000 to $49,999",New Brunswick,High school diploma,Yes,Has a partner,Both English and French,Yes
72,Female,"Less than $25,000",Ontario,Less than high school,No,Single,Neither English nor French,No
77,Male,"$75,000 to $99,999",British Columbia,Above bachelor,No,Has a partner,English only,No
40,Female,"$50,000 to $74,999",Nova Scotia,High school diploma,Yes,Has a partner,English only,Yes
47,Female,"$50,000 to $74,999",Alberta,High school diploma,Yes,Single,English only,Yes
79,Male,"$25,000 to $49,999",British Columbia,High school diploma,No,Has a partner,English only,Yes
71,Male,"$25,000 to $49,999",New Brunswick,High school diploma,No,Single,English only,No
32,Male,"$75,000 to $99,999",Quebec,College or certificate,Yes,Has a partner,French only,Yes
72,Male,"$50,000 to $74,999",Quebec,College or certificate,Yes,Has a partner,Both English and French,No
40,Male,"$100,000 to $ 124,999",Ontario,College or certificate,Yes,Has a partner,English only,Yes
24,Female,"$50,000 to $74,999",Ontario,High school diploma,Yes,Single,English only,Yes
80,Male,"Less than $25,000",Ontario,Less than high school,Yes,Single,English only,No
54,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
59,Male,"$125,000 and more",Ontario,College or certificate,Yes,Has a partner,English only,Yes
35,Female,"Less than $25,000",Saskatchewan,High school diploma,Yes,Single,English only,No
64,Male,"$75,000 to $99,999",Manitoba,Less than high school,Yes,Has a partner,English only,No
77,Male,"$25,000 to $49,999",Quebec,Less than high school,Yes,Single,French only,No
39,Male,"$75,000 to $99,999",Alberta,Bachelor's degree,No,Single,English only,Yes
27,Female,"$50,000 to $74,999",New Brunswick,Bachelor's degree,Yes,Single,English only,Yes
77,Male,"$50,000 to $74,999",Saskatchewan,College or certificate,No,Has a partner,English only,No
24,Female,"$100,000 to $ 124,999",Ontario,High school diploma,No,Single,English only,Yes
80,Female,"$50,000 to $74,999",British Columbia,College or certificate,Yes,Has a partner,English only,No
41,Male,"$125,000 and more",New Brunswick,College or certificate,Yes,Has a partner,Both English and French,Yes
38,Male,"$125,000 and more",Prince Edward Island,Above bachelor,Yes,Has a partner,Both English and French,Yes
60,Female,"$125,000 and more",Quebec,College or certificate,Yes,Has a partner,French only,Yes
32,Male,"$100,000 to $ 124,999",British Columbia,Bachelor's degree,No,Has a partner,English only,Yes
68,Female,"$125,000 and more",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes
61,Female,"$25,000 to $49,999",New Brunswick,Less than high school,Yes,Has a partner,English only,No
40,Female,"$75,000 to $99,999",Quebec,Bachelor's degree,No,Single,Both English and French,Yes
53,Male,"$125,000 and more",Ontario,Above bachelor,Yes,Single,English only,Yes
19,Female,"Less than $25,000",Saskatchewan,High school diploma,Yes,Single,English only,Yes
76,Female,"Less than $25,000",Nova Scotia,Bachelor's degree,Yes,Single,English only,No
64,Female,"$25,000 to $49,999",Saskatchewan,High school diploma,No,Single,English only,No
53,Male,"Less than $25,000",Alberta,Less than high school,No,Single,English only,No
64,Female,"$50,000 to $74,999",New Brunswick,College or certificate,Yes,Has a partner,English only,Yes
76,Female,"$75,000 to $99,999",Quebec,Less than high school,Yes,Has a partner,Both English and French,No
22,Female,"$125,000 and more",Alberta,High school diploma,No,Single,Both English and French,Yes
49,Female,"$125,000 and more",Nova Scotia,College or certificate,Yes,Has a partner,English only,No
39,Male,"$75,000 to $99,999",Ontario,Bachelor's degree,No,Has a partner,Both English and French,Yes
40,Female,"$25,000 to $49,999",British Columbia,Less than high school,Yes,Single,English only,Yes
33,Male,"Less than $25,000",Nova Scotia,High school diploma,Yes,Single,English only,Yes
71,Male,"$50,000 to $74,999",Manitoba,Above bachelor,Yes,Has a partner,English only,No
62,Female,"Less than $25,000",Quebec,Less than high school,Yes,Single,French only,No
77,Female,"$50,000 to $74,999",Ontario,College or certificate,Yes,Single,English only,No
24,Male,"$125,000 and more",Manitoba,Bachelor's degree,Yes,Has a partner,English only,Yes
80,Male,"$125,000 and more",Quebec,Above bachelor,Yes,Has a partner,French only,No
71,Female,"$25,000 to $49,999",Quebec,Bachelor's degree,Yes,Single,English only,No
